task_id,task_kind,t_index,t,replicate,sobol_power,seed
372,production,46,0.31612244898,4,15,2026082304
373,production,46,0.31612244898,5,15,2026082305
374,production,46,0.31612244898,6,15,2026082306
375,production,46,0.31612244898,7,15,2026082307
376,production,47,0.319081632653,0,15,2026082300
377,production,47,0.319081632653,1,15,2026082301
378,production,47,0.319081632653,2,15,2026082302
379,production,47,0.319081632653,3,15,2026082303
380,production,47,0.319081632653,4,15,2026082304
381,production,47,0.319081632653,5,15,2026082305
382,production,47,0.319081632653,6,15,2026082306
383,production,47,0.319081632653,7,15,2026082307
384,production,48,0.322040816327,0,15,2026082300
385,production,48,0.322040816327,1,15,2026082301
386,production,48,0.322040816327,2,15,2026082302
387,production,48,0.322040816327,3,15,2026082303
388,production,48,0.322040816327,4,15,2026082304
389,production,48,0.322040816327,5,15,2026082305
390,production,48,0.322040816327,6,15,2026082306
391,production,48,0.322040816327,7,15,2026082307
392,production,49,0.325,0,15,2026082300
393,production,49,0.325,1,15,2026082301
394,production,49,0.325,2,15,2026082302
395,production,49,0.325,3,15,2026082303
396,production,49,0.325,4,15,2026082304
397,production,49,0.325,5,15,2026082305
398,production,49,0.325,6,15,2026082306
399,production,49,0.325,7,15,2026082307
400,systematics,0,0.18,-1,10,2026088300
401,systematics,1,0.182959183673,-1,10,2026088300
402,systematics,2,0.185918367347,-1,10,2026088300
403,systematics,3,0.18887755102,-1,10,2026088300
404,systematics,4,0.191836734694,-1,10,2026088300
405,systematics,5,0.194795918367,-1,10,2026088300
406,systematics,6,0.197755102041,-1,10,2026088300
407,systematics,7,0.200714285714,-1,10,2026088300
408,systematics,8,0.203673469388,-1,10,2026088300
409,systematics,9,0.206632653061,-1,10,2026088300
410,systematics,10,0.209591836735,-1,10,2026088300
411,systematics,11,0.212551020408,-1,10,2026088300
412,systematics,12,0.215510204082,-1,10,2026088300
413,systematics,13,0.218469387755,-1,10,2026088300
414,systematics,14,0.221428571429,-1,10,2026088300
415,systematics,15,0.224387755102,-1,10,2026088300
416,systematics,16,0.227346938776,-1,10,2026088300
417,systematics,17,0.230306122449,-1,10,2026088300
418,systematics,18,0.233265306122,-1,10,2026088300
419,systematics,19,0.236224489796,-1,10,2026088300
420,systematics,20,0.239183673469,-1,10,2026088300
421,systematics,21,0.242142857143,-1,10,2026088300
422,systematics,22,0.245102040816,-1,10,2026088300
423,systematics,23,0.24806122449,-1,10,2026088300
424,systematics,24,0.251020408163,-1,10,2026088300
425,systematics,25,0.253979591837,-1,10,2026088300
426,systematics,26,0.25693877551,-1,10,2026088300
427,systematics,27,0.259897959184,-1,10,2026088300
428,systematics,28,0.262857142857,-1,10,2026088300
429,systematics,29,0.265816326531,-1,10,2026088300
430,systematics,30,0.268775510204,-1,10,2026088300
431,systematics,31,0.271734693878,-1,10,2026088300
432,systematics,32,0.274693877551,-1,10,2026088300
433,systematics,33,0.277653061224,-1,10,2026088300
434,systematics,34,0.280612244898,-1,10,2026088300
435,systematics,35,0.283571428571,-1,10,2026088300
436,systematics,36,0.286530612245,-1,10,2026088300
437,systematics,37,0.289489795918,-1,10,2026088300
438,systematics,38,0.292448979592,-1,10,2026088300
439,systematics,39,0.295408163265,-1,10,2026088300
440,systematics,40,0.298367346939,-1,10,2026088300
441,systematics,41,0.301326530612,-1,10,2026088300
442,systematics,42,0.304285714286,-1,10,2026088300
443,systematics,43,0.307244897959,-1,10,2026088300
444,systematics,44,0.310204081633,-1,10,2026088300
445,systematics,45,0.313163265306,-1,10,2026088300
446,systematics,46,0.31612244898,-1,10,2026088300
447,systematics,47,0.319081632653,-1,10,2026088300
448,systematics,48,0.322040816327,-1,10,2026088300
449,systematics,49,0.325,-1,10,2026088300
